,e,feat
69,212,"1.3251267875365258, 8.691803472759203, 4.1, 1.0575813249756836, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2336,213,"1.710754825582379, 8.736977538829292, 3.5, 1.1589322381930185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2337,214,"1.7990547167275235, 8.771562972480746, 3.2, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12529,215,"1.7652549249891898, 8.758969647153705, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12530,216,"1.814985936315364, 8.779225509985668, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8770,217,"1.8223186411988825, 8.778921489032115, 4.5, 1.1974494758456717, 0, 0, 0, 0, 0, 0, 0, 0, 0"
70,218,"1.8481185063866503, 8.784653379703999, 4.4, 1.0040851615692208, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8773,219,"1.2671817046152327, 8.696492097433595, 4.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5369,220,"1.7848609138362752, 8.756831799738459, 4.0, 1.0661407111207175, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12532,221,"1.265422523486654, 8.694609430612012, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5370,222,"1.7645441214388509, 8.760616678253754, 4.3, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8776,223,"1.792002378022664, 8.77188507945473, 3.9, 1.0040851615692208, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8777,224,"1.519200466138816, 8.716309756127682, 5.0, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
71,225,"1.452358210668196, 8.71423767549269, 4.3, 1.0064195396087756, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2339,226,"1.8292513683116356, 8.776894483173994, 4.0, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
72,227,"1.7800670657319166, 8.768042407968258, 4.0, 1.0266508159515833, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2340,228,"1.7927782097723473, 8.773298794033385, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
74,229,"1.4519827278245385, 8.718226587510436, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
75,230,"1.8187385909597165, 8.774390121089652, 4.1, 1.137144709823841, 0, 0, 0, 0, 0, 0, 0, 0, 0"
76,231,"1.0803009454520538, 8.317885037770086, 3.5, 1.0112828271911813, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5375,232,"1.0741777703782445, 8.316467202247102, 4.1, 1.0124500162109586, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2343,233,"1.1322286003387463, 8.705587750997895, 4.1, 1.0021398465362585, 0, 0, 0, 0, 0, 0, 0, 0, 0"
77,234,"1.5646596311026846, 8.723439338947163, 4.1, 1.0202312763428076, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12539,235,"1.178706054415196, 8.710598925289306, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12540,236,"1.8020153422190957, 8.772828956504382, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
78,237,"1.7837509808243333, 8.779924094214289, 3.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12541,238,"1.1628041810224952, 8.699575617408275, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5377,239,"1.725823924472773, 8.748148072278214, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
79,240,"1.7860814186457947, 8.763597623497608, 3.8, 1.0077812601318492, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5379,241,"1.7856122771685126, 8.761459688800638, 4.2, 1.2579487733707986, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12544,242,"1.7985022288748915, 8.762129806717889, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12545,243,"1.1740930287110505, 8.70074895188017, 4.4, 1.0114773586944774, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5380,244,"1.7358592363137406, 8.744332514236364, 4.4, 1.0116718901977737, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2346,245,"1.8325295795464323, 8.773386992217121, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5381,246,"1.723956053732575, 8.74850585254034, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12548,247,"1.8049302385448023, 8.775927164746605, 4.2, 1.0192586188263266, 0, 0, 0, 0, 0, 0, 0, 0, 0"
80,248,"1.5755046275309077, 8.723635398640537, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2348,249,"1.792225085687842, 8.774334541333658, 4.6, 1.0038906300659245, 0, 0, 0, 0, 0, 0, 0, 0, 0"
82,250,"1.8492786752068904, 8.785879002163947, 4.4, 10.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2349,251,"1.1488148206397382, 8.702892952657072, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5383,252,"1.5738328752655306, 8.723545473525515, 4.7, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8791,253,"1.4530154381929066, 8.714609389658872, 4.2, 1.0038906300659245, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2350,254,"1.275476233032613, 8.699668965213824, 3.7, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12553,255,"1.7450905631446485, 8.744519795881905, 3.9, 1.0175078352966604, 0, 0, 0, 0, 0, 0, 0, 0, 0"
85,256,"1.4908979033499987, 8.70029304825522, 5.0, 1.0031125040527396, 0, 0, 0, 0, 0, 0, 0, 0, 0"
86,257,"1.571537695293693, 8.714359165420342, 4.1, 1.0723657192261968, 0, 0, 0, 0, 0, 0, 0, 0, 0"
87,258,"1.3122838639694194, 8.69662103124556, 4.3, 1.0280125364746568, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8794,259,"1.7968551571042513, 8.776441198000814, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12556,260,"1.1313238521058162, 8.315404316564567, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8795,261,"1.1731777561425565, 8.700772343382635, 4.2, 1.0027234410461472, 0, 0, 0, 0, 0, 0, 0, 0, 0"
88,262,"1.7803923657865992, 8.76646218479476, 4.4, 1.0071976656219603, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2353,263,"1.8049165065402102, 8.774924441110658, 3.9, 1.1503728520479843, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12559,264,"1.8032999208801481, 8.774602639622714, 4.5, 1.0019453150329622, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5389,265,"1.7822948051252263, 8.761602001654259, 5.0, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
89,266,"1.5612259672136108, 8.722123454714108, 4.3, 1.553247595374473, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12562,267,"1.0803716467189277, 8.322835557496603, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2355,268,"1.5246079068652678, 8.780368046477237, 1.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
90,269,"1.5666843064898952, 8.722328192704772, 3.9, 1.0330703555603589, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5393,270,"1.7490770860216154, 8.744701628654003, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
91,271,"1.7719638575406496, 8.74903857655265, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2357,272,"1.8142845702044719, 8.774642140837964, 4.2, 1.3336215281530315, 0, 0, 0, 0, 0, 0, 0, 0, 0"
92,273,"1.5888259444471142, 8.71680625822386, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8805,274,"1.805268210217621, 8.775413505556932, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2358,275,"1.5587287836221266, 8.723772805014296, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2359,276,"1.810408009402872, 8.775054646742053, 3.9, 1.2194315357181456, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8809,277,"1.5686537887621288, 8.717578483291268, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2360,278,"1.6016458311184882, 8.730265692583028, 4.0, 1.0284015994812494, 0, 0, 0, 0, 0, 0, 0, 0, 0"
93,279,"1.8097587082669122, 8.769534944179554, 4.2, 1.1672970928347564, 0, 0, 0, 0, 0, 0, 0, 0, 0"
94,280,"1.8136086533684965, 8.7656759572448, 4.3, 1.0044742245758131, 0, 0, 0, 0, 0, 0, 0, 0, 0"
95,281,"1.7893919716674649, 8.771536133350118, 3.8, 1.0385172376526532, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2363,282,"1.4121497878224138, 8.707239831969211, 4.0, 1.0040851615692208, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2364,283,"1.3093510471126262, 8.691360131468334, 4.1, 1.0747000972657517, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8812,284,"1.7447273012548825, 8.74085221777143, 4.3, 1.0087539176483302, 0, 0, 0, 0, 0, 0, 0, 0, 0"
96,285,"1.7989527075505682, 8.768725356299175, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8814,286,"1.576836817543783, 8.72456306622686, 4.6, 1.0381281746460607, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5402,287,"1.2625199011341621, 8.692884737479389, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
97,288,"1.7803152756913327, 8.762749045623513, 4.1, 1.0029179725494435, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5403,289,"1.2644783288776047, 8.69254420159248, 3.8, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
98,290,"1.7425679567879087, 8.73941826630125, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
99,291,"1.7997137203995441, 8.76900547452873, 3.7, 1.027234410461472, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5405,292,"1.7839318032245455, 8.756489437169723, 4.2, 1.1723549119204582, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8820,293,"1.8010472093858274, 8.777765056042945, 4.1, 1.0198422133362153, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8821,294,"1.5566823438029331, 8.722586029156657, 4.0, 1.023927374905436, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8822,295,"1.5652897127341525, 8.722313018153333, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5407,296,"1.1708804023784865, 8.700043029752187, 3.7, 1.01186642170107, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5408,297,"1.7109673535375904, 8.73470136234776, 4.2, 1.048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12579,298,"1.2636217752090468, 8.694767535223558, 4.1, 1.0103101696747, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5409,299,"1.1885295540618115, 8.69845102978014, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
100,300,"1.7977943944066244, 8.76188268098062, 4.2, 1.0284015994812494, 0, 0, 0, 0, 0, 0, 0, 0, 0"
101,301,"1.813599984709228, 8.783276722452278, 4.1, 1.025678158435102, 0, 0, 0, 0, 0, 0, 0, 0, 0"
102,302,"1.7872950839626816, 8.749387410437901, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8827,303,"1.267671974292628, 8.692836395872213, 4.1, 1.0155625202636982, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5413,304,"1.5792627431655024, 8.722012295202125, 4.4, 1.0424078677185777, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2371,305,"1.8151878338963652, 8.771374394078139, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5415,306,"1.5522267854873286, 8.714768878309211, 4.2, 1.0859829244569328, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5416,307,"1.5588199503475817, 8.722344520621872, 4.4, 1.0453258402680212, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2372,308,"1.4503858653525352, 8.713919932604986, 4.3, 1.0394898951691343, 0, 0, 0, 0, 0, 0, 0, 0, 0"
103,309,"1.759850559383458, 8.741528682317016, 3.9, 1.2229331027774775, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8831,310,"1.570278168262635, 8.715708397506992, 4.2, 1.0684750891602723, 0, 0, 0, 0, 0, 0, 0, 0, 0"
104,311,"1.8113883101707087, 8.77644480772361, 4.3, 2.760121041824273, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8836,312,"1.17951918525843, 8.710639411541175, 4.6, 1.0033070355560358, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12590,313,"1.7231231466819592, 8.790574254015075, 5.0, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8837,314,"1.515841294398193, 8.715061378074983, 4.0, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12591,315,"1.6768322145829115, 8.731122412595242, 3.8, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8838,316,"1.1656613658153976, 8.70233662517239, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5421,317,"1.790003735122922, 8.760280063810091, 4.0, 1.0048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5422,318,"1.8107942551690464, 8.777193803383184, 3.9, 1.1097157678590728, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8841,319,"1.7799521993691956, 8.776881870964642, 4.2, 1.0029179725494435, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12595,320,"1.1339871982547738, 8.314297790019227, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5423,321,"1.5974275607818154, 8.72756752766136, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8843,322,"1.7990208373802918, 8.776093380324227, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8844,323,"1.5623712641138212, 8.721752189425374, 4.2, 1.0842321409272668, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12598,324,"1.8072261607871587, 8.767369871100325, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
107,325,"1.1725518630375902, 8.700251988437726, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
108,326,"1.7877064078685132, 8.761689788367002, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8847,327,"1.8152655337138466, 8.765834853626288, 4.0, 1.0628336755646817, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2377,328,"1.2703937742449085, 8.69421945586195, 2.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
109,329,"1.8058710929365196, 8.777482556269165, 4.0, 1.067502431643791, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2380,330,"1.7675761374484944, 8.753323086837428, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
111,331,"1.800109695211443, 8.750916430410507, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8851,332,"1.133879356952317, 8.314371100434336, 3.4, 1.0009726575164812, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2382,333,"1.5468824112452788, 8.707744064732518, 3.5, 1.0108937641845888, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2383,334,"1.8180506652471395, 8.771821432373528, 4.2, 1.0669188371339025, 0, 0, 0, 0, 0, 0, 0, 0, 0"
112,335,"1.8005417496724672, 8.758683151123773, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2385,336,"1.5211179364554406, 8.740380310418649, 4.3, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5431,337,"1.7994862144856585, 8.77848425122763, 4.6, 1.0038906300659245, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5432,338,"1.7883182508529547, 8.761718560164411, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
113,339,"1.7828486979899116, 8.761786951630842, 3.9, 1.0595266400086458, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2387,340,"1.815467404785183, 8.78436031260701, 4.3, 1.1762455419863829, 0, 0, 0, 0, 0, 0, 0, 0, 0"
114,341,"1.8010114743622996, 8.772607541469716, 4.2, 1.0694477466767536, 0, 0, 0, 0, 0, 0, 0, 0, 0"
115,342,"1.597717894593151, 8.726201294341442, 4.2, 1.2274073273532908, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5436,343,"1.8077093523849674, 8.783965425142677, 4.0, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8861,344,"1.6567688015288722, 8.730161927080086, 4.0, 1.1188587485139954, 0, 0, 0, 0, 0, 0, 0, 0, 0"
117,345,"1.8075119349367377, 8.75369419003153, 4.7, 1.0005835945098887, 0, 0, 0, 0, 0, 0, 0, 0, 0"
118,346,"1.5995784486668114, 8.714981827016492, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8864,347,"1.7701687558209143, 8.754601321474697, 2.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2391,348,"1.598970979776495, 8.724995185581578, 4.1, 1.0603047660218308, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2392,349,"1.7926556556078284, 8.762165342849034, 3.9, 1.348600453906841, 0, 0, 0, 0, 0, 0, 0, 0, 0"
119,350,"1.796393676919105, 8.76857178410295, 4.2, 1.040073489679023, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8869,351,"1.5715188734341208, 8.722716845760132, 4.1, 1.0192586188263266, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8870,352,"1.551954504755387, 8.713920231856617, 4.5, 1.108159515832703, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2395,353,"1.7845185945789925, 8.761103118013851, 3.9, 1.0363773911163947, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5442,354,"1.7861062581985, 8.776620349977055, 3.9, 1.0013617205230736, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8873,355,"1.5666547217078053, 8.722616453072444, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5443,356,"1.8015544452464995, 8.761570935594348, 3.7, 1.0105047011779964, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8875,357,"1.389698994194287, 8.707315318193054, 3.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5444,358,"1.813124984596783, 8.76148856034859, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2396,359,"1.7762685758830532, 8.757210477739463, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2397,360,"1.8056408035081892, 8.774398288165406, 4.2, 1.0657516481141251, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5447,361,"1.8054962198150726, 8.781505115392136, 4.0, 1.1330595482546202, 0, 0, 0, 0, 0, 0, 0, 0, 0"
120,362,"1.8120259470556643, 8.754922256379794, 4.2, 1.1293634496919918, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2399,363,"1.3121089532236914, 8.696599503831376, 4.1, 1.005252350588998, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5449,364,"1.7917412843678209, 8.760091847003205, 4.1, 1.1206095320436615, 0, 0, 0, 0, 0, 0, 0, 0, 0"
121,365,"1.83561909501159, 8.771598464971028, 4.4, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2401,366,"1.7798293270887386, 8.755579575055425, 5.0, 1.0021398465362585, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8884,367,"1.5767010615679027, 8.72348578529401, 5.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2402,368,"1.8130972820006503, 8.781997951655839, 3.6, 1.0276234734680645, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2403,369,"1.7842437424098971, 8.759651872293182, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
122,370,"1.8129348838150916, 8.78444789358426, 2.8, 1.0027234410461472, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2405,371,"1.5537773886002402, 8.726539835217478, 4.2, 1.0027234410461472, 0, 0, 0, 0, 0, 0, 0, 0, 0"
123,372,"1.2621328335684847, 8.691876776939905, 3.7, 1.019453150329623, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5455,373,"1.7836125208629934, 8.77053396457657, 4.7, 1.005252350588998, 0, 0, 0, 0, 0, 0, 0, 0, 0"
124,374,"1.7884562601500527, 8.775271597939895, 4.5, 2.974494758456717, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2411,375,"1.082194795660393, 8.316940911344075, 3.6, 1.0056414135955907, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8894,376,"1.8160509884706038, 8.78646141441577, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2412,377,"1.8025154469808582, 8.770485909752209, 4.1, 1.011088295687885, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5463,378,"1.7983541459064725, 8.771654368916286, 4.4, 1.4197989841132606, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2413,379,"1.756028528955297, 8.755867068590794, 4.4, 1.0105047011779964, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8899,380,"1.5669042836599516, 8.722037862513321, 4.6, 1.0038906300659245, 0, 0, 0, 0, 0, 0, 0, 0, 0"
128,381,"1.8689596863956552, 8.774490164650437, 4.4, 1.3133902518102238, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8900,382,"1.2624072350733355, 8.693270229689398, 4.1, 1.069836809683346, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5466,383,"1.7892269755350911, 8.77876900162305, 4.3, 1.1334486112612125, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2414,384,"1.5706580252004203, 8.719917783163648, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2415,385,"1.2663489301129243, 8.694930521377334, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12650,386,"1.1486713503524006, 8.701644306524786, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
129,387,"1.755735491158502, 8.755761233264073, 4.4, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
130,388,"1.798244634495349, 8.756710129012948, 4.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2417,389,"1.807934498938991, 8.75334837983463, 4.8, 1.0015562520263699, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8906,390,"1.1777073824520308, 8.711313544417806, 5.0, 1.0023343780395548, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5470,391,"1.7424115762954822, 8.739956975346175, 4.0, 1.0387117691559493, 0, 0, 0, 0, 0, 0, 0, 0, 0"
131,392,"1.8179700758765724, 8.769769825537603, 4.0, 1.051939911380093, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12656,393,"1.5748718154043209, 8.720873518059168, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8908,394,"1.581802978447051, 8.719088893553089, 4.4, 1.081703231384416, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5472,395,"1.7892547046408858, 8.756397916046003, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
132,396,"1.8115028849271537, 8.784273093225481, 3.8, 1.000778126013185, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12658,397,"1.8057776993995098, 8.779267423917192, 2.3, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2420,398,"1.7968892485287746, 8.771123153630947, 3.9, 1.0496055333405383, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2421,399,"1.8118689833506876, 8.776201279240317, 3.8, 1.0453258402680212, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12661,400,"1.6684790733042423, 8.794673633525408, 4.9, 1.0231492488922511, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5476,401,"1.5657370102504649, 8.724810391465217, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
133,402,"1.78118611806737, 8.764423289918728, 3.3, 1.0011671890197773, 0, 0, 0, 0, 0, 0, 0, 0, 0"
134,403,"1.784738280142773, 8.763425273261559, 4.2, 1.048632875824057, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2424,404,"1.5958383065826265, 8.724515385467036, 4.1, 1.0155625202636982, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2425,405,"1.8016545457278363, 8.775081828765176, 3.9, 1.0177023667999567, 0, 0, 0, 0, 0, 0, 0, 0, 0"
135,406,"1.7882145715673339, 8.75675138833153, 3.1, 1.0033070355560358, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5482,407,"1.4421482796877791, 8.710344174869864, 2.0, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12667,408,"1.8059302359910383, 8.7757724952944, 3.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
136,409,"1.7886455126225806, 8.758603369392148, 4.1, 1.0914298065492272, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2427,410,"1.8167617655112833, 8.771524200691344, 4.2, 1.0213984653625852, 0, 0, 0, 0, 0, 0, 0, 0, 0"
137,411,"1.7768464865009408, 8.756831382033058, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8919,412,"1.4529695234594113, 8.713489421727784, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5486,413,"1.7879529477192637, 8.770318565746564, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12671,414,"1.7506481015737823, 8.742888668759143, 4.1, 1.014395331243921, 0, 0, 0, 0, 0, 0, 0, 0, 0"
8921,415,"5.962923092759538, -3.413879782179947, 4.5, 1.1408408083864692, 0, 0, 0, 0, 0, 0, 0, 0, 0"
5487,416,"1.745281644783808, 8.741272192497469, 4.3, 1.025483626931806, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2429,417,"3.083953375903313, 8.776723473335872, 4.4, 1.0212039338592889, 0, 0, 0, 0, 0, 0, 0, 0, 0"
138,418,"1.576980181792477, 8.714705436963506, 4.3, 1.2834324003026045, 0, 0, 0, 0, 0, 0, 0, 0, 0"
139,419,"1.7910230581122972, 8.778418802402234, 3.9, 1.068280557656976, 0, 0, 0, 0, 0, 0, 0, 0, 0"
140,420,"0.04387193433549896, 8.041348825298392, 0.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0"
12675,421,"1.1711087035822132, 8.700571202645948, 2.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
141,422,"1.5978377447722094, 8.713641310633587, 5.0, 1.0001945315032963, 0, 0, 0, 0, 0, 0, 0, 0, 0"
2433,423,"1.5644081074355967, 8.715298510054671, 4.5, 1.0003890630065924, 0, 0, 0, 0, 0, 0, 0, 0, 0"
142,424,"1.5853244423345902, 8.719985551189183, 4.3, 1.001750783529666, 0, 0, 0, 0, 0, 0, 0, 0, 0"
